DLR_DEALER_CODE_C,DLR_DEALER_SUBCD_C,UDBI03_PACKED_PART_C,PINVTY_QDATE_Y,PINVTY_PRT_QOH_A,UDBI03_PRT_STKING_F,UDBI03_LAST_SALE_Y,PRT_DEALER_COST_A
90427,PI   ,1S716379AA,12-07-18,6,N,03-08-18,3.29
90148,PI   ,96FG16C656AD,12-07-18,1,N,11/29/2018,44.49
90427,PI   ,DB392C190AC,12-07-18,1,N,10/31/2018,74.59
91123,PI   ,AB311125AC,12-07-18,4,N,11/16/2018,48.52
98060,PI   ,97JM6730BA,04-02-18,12,N,03/29/2018,2.67
91065,PI   ,BM5G2D224CA,12-07-18,2,N,12-04-18,8.1
98060,PI   ,9L3Z14B345A,04-02-18,1,Y,02/20/2018,28.96
91065,PI   ,F4BJ130D00FA35B8,12-07-18,4,N,12-07-18,23.69
91098,PI   ,2S6Z6731D,12-07-18,1,Y,12-04-18,5.61
91098,PI   ,CN1Q6C301AA,12-07-18,1,N,10/25/2018,14.64
91098,PI   ,AB312L361ABMC,12-07-18,15,N,12-07-18,56.35
90427,PI   ,FM5Q6K679AB,12-07-18,1,N,08/13/2018,74.87
90427,PI   ,W715681S900,12-07-18,1,N,10/29/2018,15.75
90715,PI   ,GS7JN17402BA,12-07-18,4,N,12-05-18,25.58
90427,PI   ,BM5G9441BA,12-07-18,2,N,10/29/2018,16.32
90257,PI   ,BF500D0T4MC,04-03-18,19,N,04-03-18,3.05
90257,PI   ,20257,04-03-18,1,N,03-01-18,283.55
91064,PI   ,AB399Y438CD,12-07-18,1,Y,02-09-18,30.28
90678,PI   ,AB399Y438AJ,06/30/2017,1,U,03/23/2016,49.83
91123,PI   ,83AG13465AA,12-07-18,10,Y,04/30/2018,0.56
90427,PI   ,CN15N23500BD,12-07-18,1,N,04/16/2018,12.6
91124,PI   ,BK212M008AC,12-07-18,6,N,11/13/2018,91.68
90715,PI   ,EB3G9601AA,12-07-18,11,N,12-04-18,31.66
90678,PI   ,7S71N17402BA,06/30/2017,1,U,03/28/2017,8.3
98060,PI   ,AB3921600B12BA3A06,04-02-18,1,N,03-07-18,6.81
91124,PI   ,CM5G9N454DD,12-07-18,1,Y,12-05-18,65.02
90678,PI   ,CC119176BC,06/30/2017,4,U,06-01-17,30.56
91080,PI   ,EB3B13K193AA,12-07-18,2,Y,05/18/2018,130.04
90770,PI   ,8A6117528DE,04-03-18,1,N,01/31/2018,16.53
91064,PI   ,AB312200BAMC,12-07-18,1,N,10-11-18,67.99
90639,PI   ,ACCWXE1MC,12-07-18,27,N,12-06-18,2.37
90715,PI   ,BK3Q6019BB,12-07-18,1,N,11-09-18,47.6
90148,PI   ,CS6915A246BA5ZCT,12-07-18,2,Y,05-08-18,3.13
90678,PI   ,6S8J19G244A1A,06/30/2017,1,U,04/13/2017,11.04
90678,PI   ,B09244410DSA,06/30/2017,3,U,05/24/2016,6.11
90678,PI   ,AB3910849DN,06/30/2017,1,U,06/29/2016,170.81
90647,PI   ,AFG182MC,06/28/2017,40,U,06/28/2017,14.74
90647,PI   ,CM5G9J323GC           ,06/22/2017,4,U,03/31/2017,20.33
90427,PI   ,DB3918045GB,12-07-18,4,N,12-06-18,44.82
90770,PI   ,AFL101,04-03-18,1,N,09-08-17,5.71
91064,PI   ,9M5J9176AA,12-07-18,3,N,10-09-18,24.27
90647,PI   ,4M342N179AA,06/27/2017,1,U,06/27/2017,14.53
90427,PI   ,22354225,12-07-18,1,N,10-10-18,6.02
90427,PI   ,CM5G9K462AA,12-07-18,1,N,12-05-18,1.46
90678,PI   ,8V512B261AA,06/30/2017,5,U,10/30/2015,4.02
90715,PI   ,DB3913404AA,12-07-18,2,N,12-04-18,114.27
91123,PI   ,DB392C190AC,12-07-18,1,Y,10-12-18,73.34
91080,PI   ,2S615B720AA,12-07-18,4,Y,02-02-18,0.54
91064,PI   ,H2MZ2001A,12-07-18,2,Y,12-03-18,33
90257,PI   ,EB3B26613D60BA,04-03-18,9,N,03/29/2018,19.95
98060,PI   ,F651C,04-02-18,1,N,02/23/2018,95.05
91065,PI   ,CB5E12405AA,12-07-18,4,N,11/20/2018,8.86
98060,PI   ,MFG197MC,04-02-18,1,Y,01-05-18,6.8
91080,PI   ,CG3542,12-07-18,1,Y,03/22/2018,35.86
90427,PI   ,FSA144540ECF,12-07-18,4,N,01/30/2018,0
90343,PI   ,W715777S300,12-07-18,1,N,08/17/2018,4.54
90148,PI   ,W715694S300,12-07-18,22,N,11/30/2018,1.15
90678,PI   ,3M515C486BF,06/30/2017,1,U,05-04-17,32.79
90715,PI   ,DSGATFC01AA,12-07-18,12,N,11/27/2018,23
91123,PI   ,XS6Z8005A,12-07-18,1,Y,10/26/2018,93.15
90647,PI   ,94ABA22053DA          ,06/22/2017,2,U,05/16/2017,31.75
90427,PI   ,3S7Q6710BB,12-07-18,1,N,11/19/2018,14.99
90715,PI   ,AB3921600B13BA3A06,12-07-18,1,Y,09-11-18,5.47
90343,PI   ,AB3921020A27AE,12-07-18,2,N,11/27/2018,2.61
90343,PI   ,D1B19F276BA,12-07-18,1,N,07-10-18,9
90427,PI   ,GC1JS17528CA,12-07-18,1,N,12-05-18,18.42
91098,PI   ,22328776,12-07-18,4,Y,04-04-18,4.59
90427,PI   ,AB3919A321AA,12-07-18,3,N,11/30/2018,4.12
91123,PI   ,CK418B262BB,12-07-18,1,Y,11/26/2018,29.18
90678,PI   ,DS7Q6730AA,06/30/2017,1,U,07-12-16,13.41
90257,PI   ,BK3Q6K679BA,04-03-18,2,N,02/28/2018,42.96
90343,PI   ,UH7134152,12-07-18,16,N,12-04-18,1.19
91098,PI   ,BM5G12405CA,12-07-18,4,N,11/28/2018,10.99
91123,PI   ,6E5Z14526AA,12-07-18,7,Y,05/30/2018,1.61
90647,PI   ,AB3918080BE,06/30/2017,4,U,06/30/2017,43.09
90715,PI   ,AB311125AC,12-07-18,14,N,12-06-18,50.73
90148,PI   ,8V217A564AD,12-07-18,2,N,12-06-18,37.68
91098,PI   ,6N2914A132AF,12-07-18,1,N,11/26/2018,27.64
90678,PI   ,W520413S442,06/30/2017,12,U,10/29/2014,0.46
90647,PI   ,2S6J1K018B1A          ,06/22/2017,2,U,05/15/2017,30.35
91098,PI   ,AB397C560AC,12-07-18,3,N,11/15/2018,33.51
90678,PI   ,AS6916B632AB,06/30/2017,5,U,06-02-17,1.84
90427,PI   ,AG919F479AC,12-07-18,1,N,08/27/2018,44.94
90148,PI   ,BE8Z12286A,12-07-18,2,N,10/18/2018,9.42
90427,PI   ,GK2JS17528BA,12-07-18,3,N,11-12-18,14.26
90343,PI   ,B09226042BM,12-07-18,1,N,11/20/2018,0.37
91098,PI   ,AB397540BC,12-07-18,1,Y,12-07-18,237.87
98060,PI   ,EB3B8W200AE,04-02-18,1,N,03/28/2018,148.09
90770,PI   ,14FR22CPA,04-03-18,1,N,01/15/2018,120.75
91065,PI   ,CV6Z8A080A,12-07-18,1,Y,08-02-17,21.9
91065,PI   ,7M5R6C631AD,12-07-18,1,N,11-06-18,43.9
90257,PI   ,MEAV6J2M008CA,04-03-18,1,N,01-11-18,39.05
90257,PI   ,2S619601C1AMC,04-03-18,9,N,03/28/2018,5.46
91080,PI   ,HYFS093YEC,12-07-18,9,N,12-06-18,13.14
90639,PI   ,2S6H8K218AF,12-07-18,6,N,11/28/2018,19.93
91064,PI   ,2M5V6C301A1A,12-07-18,1,Y,06/23/2017,17.3
90343,PI   ,8V5J1K018AA,12-07-18,1,N,11/29/2018,53.72
91124,PI   ,999401401,12-07-18,12,Y,08-03-18,3.02
91124,PI   ,9M5Q8A586DA,12-07-18,1,Y,11-02-18,81.7
90427,PI   ,6U7JM2C936BA,12-07-18,3,N,12-05-18,139.47
91123,PI   ,995641400,12-07-18,29,N,11/29/2018,0.59
91123,PI   ,AMH1BJ286A12AA,12-07-18,1,Y,09/28/2018,28.52
98060,PI   ,AB396K683CE,04-02-18,1,N,03/27/2018,103.21
90678,PI   ,AA6J17528CA,06/30/2017,2,U,08/17/2016,12.41
91123,PI   ,6G9N6744BA,12-07-18,2,Y,11-12-18,7.32
90639,PI   ,AB3921402A84MA5BMT,12-07-18,1,N,11-06-18,10.69
90343,PI   ,FR3Z19N619A,12-07-18,2,N,08/31/2018,10.04
91080,PI   ,W712650S417,12-07-18,2,N,11/28/2018,1.04
90427,PI   ,W704408S300,12-07-18,7,N,08/30/2018,0.26
90427,PI   ,1S611125AA,12-07-18,4,N,10-11-18,26.19
90343,PI   ,CM5G61J20AA,12-07-18,1,N,11/23/2018,44.47
90678,PI   ,4M5113K163BF,06/30/2017,1,U,05/28/2014,21.39
90647,PI   ,BM5G9441BA            ,06/22/2017,2,U,04/20/2017,22.61
91064,PI   ,W500635S439,12-07-18,5,Y,09-04-17,1.15
90678,PI   ,F20110235D,06/30/2017,1,U,05-10-16,13.8
91123,PI   ,AB3915201AA,12-07-18,1,Y,08/30/2018,55.97
91124,PI   ,BF500D0T4MC,12-07-18,38,N,12-07-18,2.87
90647,PI   ,9M5Q9E568BA           ,06/22/2017,33,U,05/31/2017,8.98
90770,PI   ,DJ5J16D576BB59QR,04-03-18,1,N,03-06-18,20.8
90148,PI   ,AN217A564AC,12-07-18,1,N,10/19/2018,52.83
90678,PI   ,XS6F12286B4DAB,06/30/2017,3,U,06/30/2017,4.5
90715,PI   ,DB3919H517AC,12-07-18,3,N,11/21/2018,104.62
90678,PI   ,2S6G6C301A2A,06/30/2017,1,U,06/29/2017,17.11
90148,PI   ,AS6J17528DA,12-07-18,13,N,12-06-18,5.25
91065,PI   ,DV611125EA,12-07-18,2,Y,08/22/2018,69.95
90148,PI   ,9XF202040M,12-07-18,1,Y,11/13/2018,3.25
91064,PI   ,BB3Q6006FA,12-07-18,2,Y,07/26/2018,4483.39
90678,PI   ,BK2Q6714AA,06/30/2017,12,U,06/29/2017,11.98
90343,PI   ,BK3Q6C887NB,12-07-18,1,N,12-04-18,73.11
90343,PI   ,BV618K012KF,12-07-18,2,N,11-09-18,20.39
91123,PI   ,YN2F12405A2A,12-07-18,12,Y,10/30/2018,2.25
91064,PI   ,7N2118495AC,12-07-18,1,N,11/23/2018,43.21
90639,PI   ,WE0112700,12-07-18,1,N,10/15/2018,96.41
98060,PI   ,AB391007FA,04-02-18,1,N,03-08-18,80.5
90678,PI   ,F33C3F656BA,06/30/2017,4,U,12/29/2015,5.85
91065,PI   ,81AG13464AA,12-07-18,14,N,12-07-18,1.32
90678,PI   ,ACCWHRC1MC,06/30/2017,3,U,06/30/2017,3.63
90427,PI   ,3M341125AB,12-07-18,40,N,11-02-18,35.61
90647,PI   ,6C117540EA            ,06/22/2017,1,U,02/15/2017,236.03
91080,PI   ,XS6E6C301B2B,12-07-18,1,Y,06/21/2018,20.09
98060,PI   ,EB3G8C362HA,04-02-18,1,Y,01-03-18,19.42
90257,PI   ,ACCWXE1MC,04-03-18,33,N,04-03-18,2.38
91123,PI   ,XS6E6584AC,12-07-18,1,Y,11/29/2018,30.13
90427,PI   ,BK216D315BA,12-07-18,2,N,11/28/2018,38.39
91123,PI   ,6M5G6700BA,12-07-18,1,Y,11/19/2018,6.39
91098,PI   ,7S7G6714BB,12-07-18,26,N,12-07-18,5.75
90678,PI   ,93BG19K314AA,06/30/2017,1,U,02/25/2016,8.62
90647,PI   ,YS6F12284A1A          ,06/22/2017,4,U,05-04-17,6.48
90647,PI   ,8A6AA22050PA          ,06/22/2017,1,U,03-11-15,71.94
90715,PI   ,MEYS6J2K021DE,12-07-18,14,N,11/29/2018,20.63
90148,PI   ,81AG13465AA,12-07-18,14,N,12-05-18,2.26
90427,PI   ,EB3B4116A562AC,12-07-18,3,N,11/28/2018,44.95
90647,PI   ,FDT6DCGD,06/30/2017,3,U,06/30/2017,20.78
91124,PI   ,3C117548AA,12-07-18,1,Y,09/26/2018,30.77
91065,PI   ,DM5G9F593AC,12-07-18,17,N,12-04-18,80.01
98060,PI   ,AB3918080BE,04-02-18,1,N,03-09-18,47.77
91098,PI   ,1S7A13009BA,12-07-18,1,N,11/20/2018,6.2
91123,PI   ,CT1Q6734AA,12-07-18,8,N,11/22/2018,2.92
91064,PI   ,CV6E12405AA,12-07-18,16,N,09-07-18,7.37
90678,PI   ,XS617A543AD,06/30/2017,1,U,06/22/2017,33
91124,PI   ,2S6J19G244AA,12-07-18,2,N,12-06-18,11.22
91123,PI   ,XS611125AC,12-07-18,2,Y,07-04-18,39.71
91124,PI   ,CN1G6L713AD,12-07-18,1,Y,10/26/2018,78.57
91080,PI   ,93BB17K624BA,12-07-18,1,Y,02/17/2015,24.07
90343,PI   ,CS6Z12405A,12-07-18,14,N,12-06-18,4.35
90678,PI   ,WE0113Z40M1C,06/30/2017,8,U,06/26/2017,19.87
91064,PI   ,EM5G6714AA,12-07-18,12,N,12-07-18,5.07
91098,PI   ,AB3928400BC,12-07-18,1,N,11/19/2018,9.51
90770,PI   ,FR3Z19N619A,12-07-18,2,N,11-12-18,9.32
91065,PI   ,H1BG37521AB,12-07-18,3,N,12-04-18,12.42
90427,PI   ,96FG16C656AD,12-07-18,2,N,10/18/2018,46.68
90148,PI   ,DK4967420,12-07-18,1,N,09-06-18,18.42
91123,PI   ,YN2G6714B2AMC,12-07-18,8,N,12-03-18,4.09
90715,PI   ,E4BZ17528B,12-07-18,2,N,11/27/2018,15.36
91106,PI   ,PN1113G92A,12-07-18,4,N,09/26/2018,4.2
91065,PI   ,5U3917528CA16,12-07-18,9,N,12-07-18,2.43
91064,PI   ,995641400,12-07-18,48,N,12-05-18,0.57
90257,PI   ,6C1Q6M256BB,04-03-18,1,N,03/13/2018,10.58
90148,PI   ,BK2Q9K546AG,12-07-18,16,N,10-10-18,132.29
90148,PI   ,MEYS6J2K021DF,12-07-18,4,N,12-06-18,33.39
91080,PI   ,UC2R33062,12-07-18,2,Y,04-10-18,7.53
90257,PI   ,MFG197MC,04-03-18,2,N,02/24/2018,8.08
91080,PI   ,CN1Z14A626A,12-07-18,2,N,11/23/2018,36.36
90257,PI   ,YN2G6714B2AMC,04-03-18,10,N,03/22/2018,4.38
90715,PI   ,96BZ13466A,12-07-18,49,N,12-01-18,2.52
90770,PI   ,3374694,04-03-18,54,N,02/26/2018,2.25
90427,PI   ,W708317S300,12-07-18,2,N,07/24/2018,1.9
90343,PI   ,GV6Z8B081K,12-07-18,1,N,10/22/2018,15.58
91124,PI   ,2S619155AB,12-07-18,5,N,12-04-18,21.21
90427,PI   ,EB3C5B669MB,12-07-18,1,N,10/29/2018,149.22
90343,PI   ,WLY114302M1C,12-07-18,6,N,12-06-18,4.35
91080,PI   ,3M512M008AC,12-07-18,1,Y,11/22/2018,48.13
90678,PI   ,7M392B399AA,06/30/2017,4,U,06/29/2017,1.39
90678,PI   ,4C117C559AH,06/30/2017,2,U,06/27/2017,91.5
90770,PI   ,2S6Q6734AA,12-07-18,9,N,12-06-18,0.79
90770,PI   ,EB3G7H255BF,04-03-18,3,N,03-09-18,34.42
91098,PI   ,YS6J2K021D1C,12-07-18,2,N,12-03-18,27.52
90678,PI   ,9M5Q6C855AA,06/30/2017,5,U,05/26/2017,1.99
90427,PI   ,CA6R7002LBF,12-07-18,1,N,03-02-18,1855.58
90343,PI   ,BB3Q6006EAPMB,12-07-18,4,N,12-06-18,2371.09
91064,PI   ,AB3928401BC,12-07-18,1,N,10/23/2018,8.54
91124,PI   ,W528008S900,12-07-18,3,Y,04/20/2018,1.04
90639,PI   ,CV6E12405AA,12-07-18,15,N,11/15/2018,7.29
90770,PI   ,94BG13009BA,12-07-18,6,Y,04/28/2018,2.16
90678,PI   ,AB3913335HC,06/30/2017,1,U,03/23/2016,220.28
98060,PI   ,AE8Q6D314AB,04-02-18,1,N,03-06-18,39.15
91124,PI   ,CM5G6K260EB,12-07-18,1,Y,12-05-18,16.16
91123,PI   ,BK2Q6714BA,12-07-18,6,N,12-04-18,12.88
90427,PI   ,BK212M008AC,12-07-18,3,N,11/14/2018,86.65
90647,PI   ,CN1513A613AC          ,06/22/2017,1,U,12/30/2016,35.07
91065,PI   ,TTDCM0RB,12-07-18,3,N,11/27/2018,223.31
90427,PI   ,69AG13465CA,12-07-18,8,N,10/19/2018,0.81
98060,PI   ,CN15N50463BE,04-02-18,1,Y,10/30/2017,22.17
91064,PI   ,3S7Q6385AB,12-07-18,3,N,12-06-18,37.4
90343,PI   ,GC1JS17528CA,12-07-18,2,N,11/14/2018,18.42
91065,PI   ,W700420S403,12-07-18,8,N,12-04-18,0.51
90678,PI   ,G67190816,06/30/2017,1,U,05/16/2017,6.74
90427,PI   ,F1EB13W030RD,12-07-18,2,N,11/15/2018,171.94
90427,PI   ,CARFUN1VVL1,12-07-18,39,N,12-06-18,9.63
90148,PI   ,AB3917528DC,12-07-18,13,N,12-04-18,3.83
91064,PI   ,AB392116C144FA,12-07-18,1,Y,10/23/2018,2.82
91124,PI   ,6S6T15520AA,12-07-18,1,Y,11/23/2018,9.61
90647,PI   ,77TT7288A1ABM         ,06/22/2017,8,U,06-07-17,0.62
90427,PI   ,CV6Z6068A,12-07-18,3,N,11/26/2018,46.96
90148,PI   ,GV6Z9P449C,12-07-18,1,N,12-05-18,15.77
90647,PI   ,2S6Q6B217AE,06/23/2017,1,U,06/23/2017,35.54
90343,PI   ,8V217A564AD,12-07-18,5,N,12-05-18,37.68
90678,PI   ,AB392140860AA,06/30/2017,4,U,06/28/2017,10.86
90343,PI   ,96FX1A049A1B,12-07-18,2,N,10-01-18,12.2
91064,PI   ,BS150040,12-07-18,2,Y,01/17/2018,225.72
90770,PI   ,6S699601AA,12-07-18,1,N,11/15/2018,6.53
90427,PI   ,AV613B438BA,12-07-18,4,N,12-06-18,20.7
90148,PI   ,BK2Q6714BA,12-07-18,2,N,12-06-18,12.59
90715,PI   ,2S642K021AB,12-07-18,1,N,11/15/2018,26.04
98060,PI   ,6N293677AB,04-02-18,2,N,03/20/2018,25.77
90343,PI   ,W700678S442,12-07-18,5,N,12-03-18,2.51
90343,PI   ,AB3918K579AD,12-07-18,1,N,11/20/2018,20.45
90343,PI   ,69AG13465CA,12-07-18,3,N,11/30/2018,0.78
90678,PI   ,XS6F12284B4DAB,06/30/2017,1,U,06/30/2017,4.3
90678,PI   ,C23867330A,06/30/2017,1,U,07/31/2014,11.21
91064,PI   ,4M5G6N664FA,12-07-18,1,N,11/15/2018,9.27
91098,PI   ,96BG13009AA,12-07-18,6,N,11/29/2018,4.43
90678,PI   ,3M342A514AA,06/30/2017,1,U,05-04-17,21.07
90427,PI   ,CM5E12405BA,12-07-18,10,N,11/22/2018,8.37
91064,PI   ,2S6Q6K288AC,12-07-18,1,Y,09-10-18,25.13
98060,PI   ,FSA155710ECF,04-02-18,1,N,03/27/2018,66.22
91064,PI   ,BK212M008AC,12-07-18,2,N,11/27/2018,82.42
90427,PI   ,WLTL13460SA,12-07-18,7,N,11/21/2018,0
90647,PI   ,7M391181AA            ,06/22/2017,6,U,04-11-17,1.89
91098,PI   ,CS6Z12405A,12-07-18,10,Y,11/23/2018,3.78
90343,PI   ,EB3B2162900KB3FK5,12-07-18,2,N,10/24/2018,120.55
90427,PI   ,W715474S437,12-07-18,4,N,11/29/2018,3.5
90257,PI   ,AB391007EA,04-03-18,5,N,03-01-18,217.71
90639,PI   ,WLTL13460SA,12-07-18,9,N,11/22/2018,15.31
90678,PI   ,9M5Q8A586DA,06/30/2017,2,U,06/27/2017,85.05
91065,PI   ,MEYS6J2K021DE,12-07-18,2,Y,12-04-18,22.11
90770,PI   ,AB392162900EA3A06,12-07-18,1,Y,06/29/2018,173.96
90148,PI   ,UH7134152,12-07-18,6,N,10/29/2018,1.29
90678,PI   ,W712650S417,06/30/2017,5,U,06/15/2017,3.38
90427,PI   ,77TT7288A1ABM,12-07-18,6,N,11/20/2018,0.59
91064,PI   ,AV6N19G244AA,12-07-18,5,N,12-07-18,13.27
90647,PI   ,BB3Q8K512BD,06/27/2017,1,U,06/27/2017,33.65
98060,PI   ,EB3T15K868BC,04-02-18,1,Y,03-05-18,20.67
90647,PI   ,FDBPGZL0,06/30/2017,28,U,06/30/2017,3.29
90647,PI   ,YS6A9K163AA           ,06/22/2017,1,U,03-01-17,17.24
98060,PI   ,CV6E12405AA,04-02-18,4,N,03/19/2018,7.43
90427,PI   ,3412687,12-07-18,9,N,11/28/2018,103.25
90427,PI   ,AB3926611B08AF3YYW,12-07-18,1,N,09/21/2018,89.08
91080,PI   ,UHY132603,12-07-18,3,Y,05/15/2015,16.54
91065,PI   ,F1FA9Y460CA,12-07-18,3,N,12-04-18,178.72
90678,PI   ,BGC15K601A,06/30/2017,1,U,07/28/2016,41.16
90343,PI   ,XS6F12284B4DAB,12-07-18,2,N,11-05-18,3.96
90678,PI   ,BA9601A,06/30/2017,1,U,07-08-16,20.18
90678,PI   ,BK211K353AC,06/30/2017,1,U,07/29/2016,101.85
90148,PI   ,GK2JS17528BA,12-07-18,2,N,11/28/2018,17.52
90770,PI   ,D65161J6X,04-03-18,1,N,02/20/2018,20.37
90647,PI   ,6N295K952BA           ,06/22/2017,3,U,06-08-17,144.88
90257,PI   ,AA6E6714AA,04-03-18,44,N,04-03-18,6.55
91124,PI   ,AB399601AD,12-07-18,71,N,12-07-18,24.2
91124,PI   ,WL0112205,12-07-18,1,N,11/19/2018,9.49
91124,PI   ,ACCWXE2MC,12-07-18,12,Y,11/22/2018,1.42
98060,PI   ,6E5T14A094BA,04-02-18,1,Y,02-01-18,6.53
91123,PI   ,DS7Q6714AB,12-07-18,2,Y,10/31/2018,9.46
91098,PI   ,YC1R7600AA,12-07-18,3,N,11/29/2018,17.24
91123,PI   ,5U3917528EA19,12-07-18,7,N,11/30/2018,1.86
90343,PI   ,AB3917666AA,12-07-18,1,N,10/20/2018,29.11
91080,PI   ,9M5Q6734AA,12-07-18,1,Y,10/29/2018,0.46
90678,PI   ,2S615B720AA,06/30/2017,8,U,05-11-17,0.75
91064,PI   ,PPF25A,12-07-18,9,Y,10-11-17,0
91124,PI   ,2S6Z6731D,12-07-18,11,N,12-06-18,5.71
91064,PI   ,CN119601AD,12-07-18,11,N,12-05-18,13.33
90427,PI   ,W703662S403,12-07-18,3,N,10/16/2018,0.37
90715,PI   ,98BZ10B690A,12-07-18,9,N,11/30/2018,3.31
90678,PI   ,XS6E8A586C2A,06/30/2017,4,U,03-08-17,32.12
90639,PI   ,EB3G6038FA,12-07-18,1,N,08/15/2018,154.26
90427,PI   ,EB3B17A869DC,12-07-18,10,N,11/19/2018,11.88
91124,PI   ,UMY13328ZC,12-07-18,2,N,11/27/2018,20.35
90343,PI   ,W500413S442,12-07-18,20,N,11-09-18,0.99
90427,PI   ,8V2Q6D314AB,12-07-18,1,N,11/16/2018,39.03
90715,PI   ,WE0112700,12-07-18,2,N,12-05-18,93.47
91106,PI   ,CN1119N619AA,12-07-18,1,N,12-05-18,7.25
90770,PI   ,2S6Q9155BA,04-03-18,1,N,11/27/2017,22.29
90427,PI   ,UH7134019A,12-07-18,12,N,09-11-18,1.3
90715,PI   ,6C117540EA,12-07-18,2,N,12-03-18,256.13
90678,PI   ,XS6F12287B4DAB,06/30/2017,1,U,06/30/2017,4
90678,PI   ,6C117540EA,06/30/2017,1,U,04/13/2017,284.98
90639,PI   ,8A6A220K51AC,12-07-18,2,N,11/21/2018,98.38
90770,PI   ,2S6Z6731D,12-07-18,2,N,10/15/2018,5.58
90343,PI   ,AB3921290D13AA5BMT,12-07-18,1,N,11/19/2018,6.68
91065,PI   ,BR3Z9448A,12-07-18,4,Y,10-01-18,28.91
90639,PI   ,AV6Z9155B,12-07-18,4,N,12-06-18,30.75
90148,PI   ,6N29F21990AC,12-07-18,1,N,10-11-18,6.6
90639,PI   ,AS6J17528CA,12-07-18,6,N,12-06-18,14.39
90647,PI   ,96FX1A049A1B          ,06/22/2017,15,U,06-07-17,13.02
90257,PI   ,AFG182MC,04-03-18,2,N,03/28/2018,12.43
91064,PI   ,EB3R7003RC,12-07-18,1,Y,11-01-17,4726.68
90678,PI   ,SP4228,06/30/2017,1,U,11-06-14,2.21
91124,PI   ,DM5G9F593AC,12-07-18,3,Y,12-05-18,75.53
91098,PI   ,WSSM2C171DMC1L,12-07-18,15,N,12-07-18,3.89
91123,PI   ,XS6F12A648BA,12-07-18,1,Y,11/27/2018,20.3
90770,PI   ,EM5G6714AA,12-07-18,26,N,12-07-18,5.07
91123,PI   ,6N2Z3A719B,12-07-18,2,N,12-04-18,70.82
91124,PI   ,6M5G6K292BA,12-07-18,3,Y,11/13/2018,9.48
91124,PI   ,1C159601AF,12-07-18,1,Y,11-05-18,7.85
90647,PI   ,DV4T14B321EF          ,06/22/2017,1,U,04/20/2017,308.93
90427,PI   ,EB3T18A886CA,12-07-18,1,N,11/13/2018,0
98060,PI   ,XS6F12283B4DAB,04-02-18,1,Y,08/25/2017,5.78
90678,PI   ,CV612K021BA,06/30/2017,2,U,05/31/2017,56.54
90770,PI   ,AB3J19N619AA,04-03-18,40,N,03/16/2018,5.31
90148,PI   ,CM5G6H099DB,12-07-18,2,N,11/28/2018,3.16
91124,PI   ,W718670S300,12-07-18,2,Y,11/21/2018,1.32
90427,PI   ,XS6E6584AC,12-07-18,1,N,11/20/2018,23.21
90639,PI   ,20208,12-07-18,2,N,11/22/2018,228.25
91064,PI   ,WL0112205,12-07-18,2,Y,07-03-18,9.41
91098,PI   ,CN159155AB,12-07-18,2,N,11/23/2018,16.37
91124,PI   ,CN1517402BA,12-07-18,1,Y,12-05-18,14.69
91064,PI   ,93BG13009BA,12-07-18,6,N,12-06-18,4.24
90647,PI   ,CS6G12405AA,06/30/2017,10,U,06/30/2017,4.45
90427,PI   ,EB3B21510AC,12-07-18,1,N,08/28/2018,71.6
90343,PI   ,997008215,12-07-18,10,N,12-05-18,2.51
90647,PI   ,6N293677AB            ,06/22/2017,6,U,05/26/2017,26.02
90416,PI   ,FDT6DCCR,06/27/2017,2,N,06/26/2017,19.65
90678,PI   ,5S619601A1A,06/30/2017,3,U,05/18/2017,10.18
91123,PI   ,BG1T9W365AA,12-07-18,2,Y,09/25/2018,57.9
90678,PI   ,CJ5G9K378BA,06/30/2017,1,U,08/19/2015,79.34
90148,PI   ,96MM6714B1AM1C,12-07-18,3,N,12-03-18,3.5
90257,PI   ,CN15A219A65NF,04-03-18,1,N,03/22/2018,185.95
90148,PI   ,BK212N248AD,12-07-18,3,N,11/16/2018,111.47
90427,PI   ,W715141S442,12-07-18,1,N,11/29/2018,4.07
90257,PI   ,AB3917528BC,04-03-18,7,N,04-03-18,5.23
91065,PI   ,CN1119N619AA,12-07-18,5,N,12-06-18,7.42
90647,PI   ,F8SB14A094AA          ,06/22/2017,6,U,05/29/2017,3.12
90770,PI   ,C1B16P082DA,04-03-18,1,N,11-02-17,27.72
90647,PI   ,BA9601A,06/30/2017,2,U,06/30/2017,21.83
90715,PI   ,W714650S442,12-07-18,1,N,04/13/2018,6.42
90639,PI   ,BE8Z6K254A,12-07-18,6,N,12-03-18,31.86
90148,PI   ,AB3921020A27AE,12-07-18,1,N,11/21/2018,3.6
90427,PI   ,2S619601C1AMC,12-07-18,28,N,12-06-18,5.19
90343,PI   ,20249,12-07-18,1,N,02/20/2018,338.67
90715,PI   ,AB3J9601A1B,12-07-18,17,N,12-06-18,14.92
90148,PI   ,BM5G12405CA,12-07-18,24,N,12-05-18,10.99
90343,PI   ,WL0112205,12-07-18,2,N,12-05-18,8.52
91064,PI   ,AB311125AC,12-07-18,1,Y,07-09-18,73.18
90257,PI   ,2S696714AB,04-03-18,11,N,03/29/2018,5.13
90715,PI   ,2S617A543AE,12-07-18,4,N,11/29/2018,17.03
91106,PI   ,EG2366A30,12-07-18,1,Y,09/26/2018,23.15
